1 1 0 0 0 2 1 0 1 0 6 6 6 6 6 6 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 6 2 3
0 1 0 0 1 2 0 0 0 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 2 1
1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 2 1 1 0 1 1 2 1
1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 0 1 2 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 1 2
1 1 1 0 1 2 1 0 1 1 1 1 1 0 1 0 1 1 2 0 1 1 2 1 0 0 2 1 0 0 0 1 1 3
1 1 1 0 1 2 0 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 2 2
1 1 1 0 1 2 1 1 0 1 1 1 0 1 1 0 1 1 2 1 1 1 1 1 1 1 2 0 1 1 1 1 2 3
1 0 0 0 0 1 0 6 6 6 6 6 6 6 6 6 0 1 0 1 1 0 6 6 6 6 6 6 6 6 6 6 2 2
1 1 0 0 1 2 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1 2 1 1 1 3 1 1 1 0 1 2 1
1 1 1 0 1 2 0 0 1 1 1 1 2 1 1 0 1 0 0 1 0 1 2 0 1 1 1 1 1 0 1 1 3 1
1 1 0 0 1 2 1 0 1 1 1 0 3 1 0 6 1 2 2 1 0 1 2 1 0 1 0 0 6 6 6 6 3 2
1 1 1 0 1 2 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 2 1
1 1 0 0 1 2 0 1 0 1 1 1 3 1 1 1 1 2 2 1 0 1 2 0 1 1 3 1 0 0 1 1 1 1
1 1 0 0 1 2 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1 1 3 2
1 1 1 0 1 2 1 1 1 1 1 1 0 1 1 1 1 2 2 1 0 1 2 1 1 1 1 0 6 6 6 6 1 1
1 1 1 0 0 2 1 0 1 0 1 1 3 0 1 0 1 2 2 1 0 1 1 1 1 0 3 1 0 1 1 0 1 1
1 1 1 0 1 2 1 0 0 0 1 1 0 1 1 0 1 1 2 0 0 1 0 0 0 1 3 0 0 1 0 1 2 1
1 1 1 1 1 2 0 1 1 1 1 1 0 6 6 6 1 2 1 0 1 1 1 1 1 1 2 1 1 0 1 1 2 1
1 0 1 0 1 0 1 0 0 1 1 1 0 1 1 0 1 1 2 1 0 1 2 0 1 1 2 0 6 6 6 6 3 1
1 1 1 1 0 1 1 0 0 0 1 1 0 6 6 6 1 2 0 0 0 1 0 0 0 0 0 0 6 6 6 6 3 2
1 1 1 0 1 2 1 0 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 0 1 1 2 1
1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 2
1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 2 1 1 1 1 1 0 1 0 1 1 1 1 1 1 2 1
1 1 1 0 0 2 1 1 0 1 1 1 2 0 6 6 1 2 2 0 0 1 2 1 1 1 2 1 0 6 6 6 2 1
1 1 1 0 1 1 1 0 1 1 1 1 3 1 1 1 1 2 2 1 0 1 0 1 1 1 1 1 1 0 1 1 3 1
1 1 1 0 1 2 0 0 1 1 1 0 3 0 1 0 1 1 1 1 1 0 2 1 1 1 0 1 0 1 1 1 3 2
1 1 1 0 1 2 1 0 1 1 1 1 1 1 1 1 1 0 2 1 1 1 2 1 1 1 3 1 0 0 0 1 2 2
1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 2 1 0 1 2 1 0 0 1 1 2 2
1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 2 1 1 1 1 2 0 1 1 2 1 1 0 1 1 1 1
1 1 1 1 0 2 1 0 1 1 1 1 0 1 1 1 1 2 2 1 1 1 2 1 1 1 3 1 1 1 1 1 2 1
0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 2 0 1 0 0 1 0 0 0 0 0 0 1 0 6 3 2
1 1 1 1 1 0 0 1 0 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 0 1 1 0 1 1 2 3
1 1 1 0 0 2 0 0 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 2 2
1 1 1 0 1 2 1 0 1 1 1 1 2 1 1 0 1 2 2 1 1 1 2 1 1 1 2 1 1 1 1 1 2 1
1 1 1 0 1 2 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 0 1 2 1
0 0 0 0 0 2 0 0 0 1 0 1 0 1 0 6 0 1 1 1 0 1 0 1 1 0 2 0 0 1 0 1 2 2
1 1 1 0 1 1 1 0 1 1 1 1 2 1 1 0 1 2 2 1 0 1 2 1 1 1 2 1 1 1 1 1 2 1
1 1 1 0 1 2 0 1 1 1 1 1 0 6 6 6 0 0 0 1 0 1 1 1 1 1 3 1 1 0 1 1 2 1
1 1 1 0 0 2 1 0 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 6 2 1
1 1 1 0 0 2 1 0 1 1 1 0 0 0 1 0 1 1 2 0 1 1 1 1 0 1 0 1 0 0 1 1 2 1
1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 2 1 1 1 1 2 1 0 1 2 0 6 6 6 6 2 1
1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 2 2 1 0 1 1 0 1 1 0 0 0 0 1 1 9 2
1 0 1 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 6 6 6 6 6 4 1
1 1 1 0 0 0 0 1 1 1 1 0 2 0 1 0 1 1 1 1 1 1 2 1 0 1 0 1 0 0 1 1 9 2
1 1 1 1 1 1 0 1 1 1 1 1 3 1 1 1 1 2 1 1 1 1 2 1 1 1 3 1 1 1 1 1 3 2
1 1 1 0 1 2 0 1 1 1 1 1 0 1 1 0 1 1 2 1 1 1 1 0 1 1 0 0 6 6 6 6 2 1
1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 0 1 2 2 1 1 1 1 1 1 1 3 1 1 0 1 1 2 1
1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0 2 1
1 0 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 1 0 2 1
1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 1 2 1
1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 0 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 2 1
1 1 1 0 1 1 0 0 0 1 1 0 2 1 1 0 1 2 2 1 0 1 0 1 1 1 0 1 1 1 0 6 2 1
1 1 1 0 1 2 1 1 0 1 1 1 0 1 1 1 1 2 1 1 0 1 2 0 1 1 0 1 1 1 1 1 2 1
1 1 1 0 0 2 1 1 1 1 1 0 0 0 1 0 1 2 2 1 1 1 1 0 0 1 2 1 1 1 1 0 1 1
0 1 1 1 1 2 0 0 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 0 1 1 0 1 0 1 1 1 1 2
1 1 1 0 1 2 0 0 1 1 1 1 1 1 0 0 1 2 2 1 1 1 0 1 0 1 1 1 0 0 1 1 3 1
1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 6 1 2 0 0 0 0 0 0 1 1 0 0 6 6 6 6 2 1
1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 2 0 0 1 1 0 1 1 1 1 1 0 1 0 1 3
1 1 1 0 1 2 1 1 0 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 0 6 2 2
1 1 1 0 1 2 1 1 0 1 1 1 1 1 1 1 1 0 2 0 1 1 2 1 1 1 3 1 0 1 1 1 3 1
1 1 1 1 0 1 0 1 0 1 1 1 2 1 1 0 1 2 2 1 0 1 2 1 0 1 0 0 1 1 1 1 2 2
1 1 0 0 1 2 1 0 0 1 1 1 1 0 1 0 1 0 2 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1
0 1 1 0 1 2 0 0 1 1 1 1 1 0 0 0 1 2 2 0 1 1 1 1 1 1 0 1 0 0 1 1 2 1
1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 2 1 0 1 1 2 0 1 1 1 1 1 1 1 1 3 1
1 1 0 0 1 2 0 1 1 0 0 0 1 0 0 0 1 2 1 0 1 1 1 1 1 1 0 1 0 1 1 1 2 1
1 1 0 0 1 2 1 0 0 1 1 1 2 0 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 0 0 1 2 1
1 1 1 0 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 2 1 0 1 1 1 1 1 1 1 2 1
0 1 0 0 0 2 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 1 1 2 1
0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 0 1 2 0 1 0 0 1 0 0 0 0 0 6 6 6 6 4 2
0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 2 1 0 0 1 0 1 0 1 0 0 0 0 1 1 4 2
1 1 1 0 1 2 1 1 1 1 1 0 0 6 6 6 1 1 2 1 0 1 2 1 1 1 0 6 6 6 6 6 2 1
